head_mode,binary_threshold,acc_oa,auc_oa,precision_oa,recall_oa,f1_oa,acc_kl,precision_macro_kl,recall_macro_kl,f1_macro_kl,auc_macro_kl
dual,2,0.7040816326530612,0.8191142191142191,0.725,0.8923076923076924,0.8,0.32653061224489793,0.21388888888888888,0.270995670995671,0.2306227106227106,0.7125761566623563
