head_mode,binary_threshold,acc_oa,auc_oa,precision_oa,recall_oa,f1_oa,acc_kl,precision_macro_kl,recall_macro_kl,f1_macro_kl,auc_macro_kl
dual,2,0.7959183673469388,0.9174825174825174,0.835820895522388,0.8615384615384616,0.8484848484848485,0.45918367346938777,0.5234949494949495,0.45186147186147185,0.4668404802744425,0.7756202528496321
