head_mode,binary_threshold,acc_oa,auc_oa,precision_oa,recall_oa,f1_oa,acc_kl,precision_macro_kl,recall_macro_kl,f1_macro_kl,auc_macro_kl
single_kl,2,0.7653061224489796,0.8179487179487179,0.7916666666666666,0.8769230769230769,0.832116788321168,0.3877551020408163,0.36570093849505614,0.35619047619047617,0.35796634443250985,0.7225768269746281
