head_mode,binary_threshold,acc_oa,auc_oa,precision_oa,recall_oa,f1_oa,acc_kl,precision_macro_kl,recall_macro_kl,f1_macro_kl,auc_macro_kl
single_kl,2,0.7653061224489796,0.8685314685314686,0.7560975609756098,0.9538461538461539,0.8435374149659864,0.3877551020408163,0.24138655462184877,0.30108225108225106,0.24560810810810813,0.7490871921409634
