head_mode,binary_threshold,acc_oa,auc_oa,precision_oa,recall_oa,f1_oa,acc_kl,precision_macro_kl,recall_macro_kl,f1_macro_kl,auc_macro_kl
single_kl,2,0.6224489795918368,0.6708624708624709,0.75,0.6461538461538462,0.694214876033058,0.3673469387755102,0.37948328267477205,0.3383549783549783,0.28810496738741265,0.6725057751506158
