head_mode,binary_threshold,acc_oa,auc_oa,precision_oa,recall_oa,f1_oa,acc_kl,precision_macro_kl,recall_macro_kl,f1_macro_kl,auc_macro_kl
dual,2,0.8163265306122449,0.8657342657342657,0.8051948051948052,0.9538461538461539,0.8732394366197183,0.5816326530612245,0.5156206584113561,0.5218181818181817,0.4960060629026146,0.7943855605817424
